year;from_country_id;to_country_id;from_country;to_country;total_points
2017;me;es;me;es;0
2017;nl;pt;nl;pt;24
2017;nl;bg;nl;bg;18
2017;nl;md;nl;md;5
2017;nl;be;nl;be;12
2017;nl;se;nl;se;10
2017;nl;it;nl;it;2
2017;nl;ro;nl;ro;8
2017;nl;hu;nl;hu;6
2017;nl;au;nl;au;4
2017;nl;no;nl;no;7
2017;nl;nl;nl;nl;0
2017;nl;fr;nl;fr;0
2017;nl;hr;nl;hr;3
2017;nl;az;nl;az;0
2017;nl;gb;nl;gb;5
2017;nl;at;nl;at;3
2017;nl;by;nl;by;0
2017;nl;am;nl;am;0
2017;nl;gr;nl;gr;0
2017;nl;dk;nl;dk;8
2017;nl;cy;nl;cy;0
2017;nl;pl;nl;pl;1
2017;nl;il;nl;il;0
2017;nl;ua;nl;ua;0
2017;nl;de;nl;de;0
2017;nl;es;nl;es;0
2017;mk;pt;mk;pt;17
2017;mk;bg;mk;bg;24
2017;mk;md;mk;md;8
2017;mk;be;mk;be;4
2017;mk;se;mk;se;6
2017;mk;it;mk;it;8
2017;mk;ro;mk;ro;4
2017;mk;hu;mk;hu;3
2017;mk;au;mk;au;8
2017;mk;no;mk;no;2
2017;mk;nl;mk;nl;0
2017;mk;fr;mk;fr;11
2017;mk;hr;mk;hr;10
2017;mk;az;mk;az;0
2017;mk;gb;mk;gb;3
2017;mk;at;mk;at;0
2017;mk;by;mk;by;0
2017;mk;am;mk;am;0
2017;mk;gr;mk;gr;0
2017;mk;dk;mk;dk;7
2017;mk;cy;mk;cy;0
2017;mk;pl;mk;pl;0
2017;mk;il;mk;il;1
2017;mk;ua;mk;ua;0
2017;mk;de;mk;de;0
2017;mk;es;mk;es;0
2017;no;pt;no;pt;22
2017;no;bg;no;bg;20
2017;no;md;no;md;8
2017;no;be;no;be;7
2017;no;se;no;se;11
2017;no;it;no;it;9
2017;no;ro;no;ro;10
2017;no;hu;no;hu;4
2017;no;au;no;au;3
2017;no;no;no;no;0
2017;no;nl;no;nl;4
2017;no;fr;no;fr;0
2017;no;hr;no;hr;1
2017;no;az;no;az;0
2017;no;gb;no;gb;1
2017;no;at;no;at;0
2017;no;by;no;by;0
2017;no;am;no;am;0
2017;no;gr;no;gr;0
2017;no;dk;no;dk;8
2017;no;cy;no;cy;0
2017;no;pl;no;pl;3
2017;no;il;no;il;5
2017;no;ua;no;ua;0
2017;no;de;no;de;0
2017;no;es;no;es;0
2017;pl;pt;pl;pt;22
2017;pl;bg;pl;bg;14
2017;pl;md;pl;md;6
2017;pl;be;pl;be;22
2017;pl;se;pl;se;7
2017;pl;it;pl;it;0
2017;pl;ro;pl;ro;7
2017;pl;hu;pl;hu;5
2017;pl;au;pl;au;7
2017;pl;no;pl;no;3
2017;pl;nl;pl;nl;8
2017;pl;fr;pl;fr;0
2017;pl;hr;pl;hr;1
2017;pl;az;pl;az;1
2017;pl;gb;pl;gb;5
2017;pl;at;pl;at;0
2017;pl;by;pl;by;4
2017;pl;am;pl;am;2
2017;pl;gr;pl;gr;0
2017;pl;dk;pl;dk;0
2017;pl;cy;pl;cy;0
2017;pl;pl;pl;pl;0
2017;pl;il;pl;il;0
2017;pl;ua;pl;ua;2
2017;pl;de;pl;de;0
2017;pl;es;pl;es;0
2017;pt;pt;pt;pt;0
2017;pt;bg;pt;bg;8
2017;pt;md;pt;md;18
2017;pt;be;pt;be;18
2017;pt;se;pt;se;8
2017;pt;it;pt;it;4
2017;pt;ro;pt;ro;7
2017;pt;hu;pt;hu;2
2017;pt;au;pt;au;5
2017;pt;no;pt;no;2
2017;pt;nl;pt;nl;3
2017;pt;fr;pt;fr;10
2017;pt;hr;pt;hr;0
2017;pt;az;pt;az;12
2017;pt;gb;pt;gb;0
2017;pt;at;pt;at;10
2017;pt;by;pt;by;0
2017;pt;am;pt;am;0
2017;pt;gr;pt;gr;0
2017;pt;dk;pt;dk;0
2017;pt;cy;pt;cy;1
2017;pt;pl;pt;pl;0
2017;pt;il;pt;il;0
2017;pt;ua;pt;ua;3
2017;pt;de;pt;de;0
2017;pt;es;pt;es;5
2017;ro;pt;ro;pt;13
2017;ro;bg;ro;bg;18
2017;ro;md;ro;md;20
2017;ro;be;ro;be;5
2017;ro;se;ro;se;9
2017;ro;it;ro;it;6
2017;ro;ro;ro;ro;0
2017;ro;hu;ro;hu;10
2017;ro;au;ro;au;4
2017;ro;no;ro;no;0
2017;ro;nl;ro;nl;12
2017;ro;fr;ro;fr;4
2017;ro;hr;ro;hr;6
2017;ro;az;ro;az;0
2017;ro;gb;ro;gb;0
2017;ro;at;ro;at;1
2017;ro;by;ro;by;0
2017;ro;am;ro;am;0
2017;ro;gr;ro;gr;1
2017;ro;dk;ro;dk;5
2017;ro;cy;ro;cy;0
2017;ro;pl;ro;pl;0
2017;ro;il;ro;il;2
2017;ro;ua;ro;ua;0
2017;ro;de;ro;de;0
2017;ro;es;ro;es;0
2017;sm;pt;sm;pt;19
2017;sm;bg;sm;bg;14
2017;sm;md;sm;md;8
2017;sm;be;sm;be;13
2017;sm;se;sm;se;2
2017;sm;it;sm;it;13
2017;sm;ro;sm;ro;6
2017;sm;hu;sm;hu;4
2017;sm;au;sm;au;0
2017;sm;no;sm;no;10
2017;sm;nl;sm;nl;7
2017;sm;fr;sm;fr;0
2017;sm;hr;sm;hr;3
2017;sm;az;sm;az;6
2017;sm;gb;sm;gb;6
2017;sm;at;sm;at;0
2017;sm;by;sm;by;0
2017;sm;am;sm;am;4
2017;sm;gr;sm;gr;0
2017;sm;dk;sm;dk;0
2017;sm;cy;sm;cy;0
2017;sm;pl;sm;pl;1
2017;sm;il;sm;il;0
2017;sm;ua;sm;ua;0
2017;sm;de;sm;de;0
2017;sm;es;sm;es;0
2017;rs;pt;rs;pt;20
2017;rs;bg;rs;bg;16
2017;rs;md;rs;md;14
2017;rs;be;rs;be;3
2017;rs;se;rs;se;3
2017;rs;it;rs;it;14
2017;rs;ro;rs;ro;4
2017;rs;hu;rs;hu;22
2017;rs;au;rs;au;3
2017;rs;no;rs;no;0
2017;rs;nl;rs;nl;0
2017;rs;fr;rs;fr;2
2017;rs;hr;rs;hr;5
2017;rs;az;rs;az;0
2017;rs;gb;rs;gb;0
2017;rs;at;rs;at;4
2017;rs;by;rs;by;0
2017;rs;am;rs;am;5
2017;rs;gr;rs;gr;0
2017;rs;dk;rs;dk;0
2017;rs;cy;rs;cy;0
2017;rs;pl;rs;pl;0
2017;rs;il;rs;il;1
2017;rs;ua;rs;ua;0
2017;rs;de;rs;de;0
2017;rs;es;rs;es;0
2017;si;pt;si;pt;20
2017;si;bg;si;bg;15
2017;si;md;si;md;3
2017;si;be;si;be;11
2017;si;se;si;se;7
2017;si;it;si;it;12
2017;si;ro;si;ro;2
2017;si;hu;si;hu;5
2017;si;au;si;au;7
2017;si;no;si;no;0
2017;si;nl;si;nl;1
2017;si;fr;si;fr;0
2017;si;hr;si;hr;12
2017;si;az;si;az;4
2017;si;gb;si;gb;10
2017;si;at;si;at;0
2017;si;by;si;by;0
2017;si;am;si;am;3
2017;si;gr;si;gr;0
2017;si;dk;si;dk;0
2017;si;cy;si;cy;0
2017;si;pl;si;pl;4
2017;si;il;si;il;0
2017;si;ua;si;ua;0
2017;si;de;si;de;0
2017;si;es;si;es;0
2017;es;pt;es;pt;24
2017;es;bg;es;bg;16
2017;es;md;es;md;13
2017;es;be;es;be;8
2017;es;se;es;se;10
2017;es;it;es;it;18
2017;es;ro;es;ro;7
2017;es;hu;es;hu;0
2017;es;au;es;au;8
2017;es;no;es;no;0
2017;es;nl;es;nl;3
2017;es;fr;es;fr;3
2017;es;hr;es;hr;0
2017;es;az;es;az;0
2017;es;gb;es;gb;1
2017;es;at;es;at;3
2017;es;by;es;by;0
2017;es;am;es;am;0
2017;es;gr;es;gr;2
2017;es;dk;es;dk;0
2017;es;cy;es;cy;0
2017;es;pl;es;pl;0
2017;es;il;es;il;0
2017;es;ua;es;ua;0
2017;es;de;es;de;0
2017;es;es;es;es;0
2017;se;pt;se;pt;22
2017;se;bg;se;bg;14
2017;se;md;se;md;16
2017;se;be;se;be;13
2017;se;se;se;se;0
2017;se;it;se;it;7
2017;se;ro;se;ro;3
2017;se;hu;se;hu;4
2017;se;au;se;au;10
2017;se;no;se;no;6
2017;se;nl;se;nl;3
2017;se;fr;se;fr;0
2017;se;hr;se;hr;2
2017;se;az;se;az;0
2017;se;gb;se;gb;0
2017;se;at;se;at;4
2017;se;by;se;by;0
2017;se;am;se;am;0
2017;se;gr;se;gr;0
2017;se;dk;se;dk;5
2017;se;cy;se;cy;2
2017;se;pl;se;pl;5
2017;se;il;se;il;0
2017;se;ua;se;ua;0
2017;se;de;se;de;0
2017;se;es;se;es;0
2017;ch;pt;ch;pt;24
2017;ch;bg;ch;bg;14
2017;ch;md;ch;md;0
2017;ch;be;ch;be;13
2017;ch;se;ch;se;11
2017;ch;it;ch;it;12
2017;ch;ro;ch;ro;4
2017;ch;hu;ch;hu;8
2017;ch;au;ch;au;4
2017;ch;no;ch;no;5
2017;ch;nl;ch;nl;7
2017;ch;fr;ch;fr;3
2017;ch;hr;ch;hr;8
2017;ch;az;ch;az;0
2017;ch;gb;ch;gb;0
2017;ch;at;ch;at;0
2017;ch;by;ch;by;0
2017;ch;am;ch;am;0
2017;ch;gr;ch;gr;0
2017;ch;dk;ch;dk;0
2017;ch;cy;ch;cy;0
2017;ch;pl;ch;pl;0
2017;ch;il;ch;il;0
2017;ch;ua;ch;ua;0
2017;ch;de;ch;de;3
2017;ch;es;ch;es;0
2017;ua;pt;ua;pt;20
2017;ua;bg;ua;bg;2
2017;ua;md;ua;md;16
2017;ua;be;ua;be;6
2017;ua;se;ua;se;7
2017;ua;it;ua;it;0
2017;ua;ro;ua;ro;3
2017;ua;hu;ua;hu;12
2017;ua;au;ua;au;2
2017;ua;no;ua;no;1
2017;ua;nl;ua;nl;3
2017;ua;fr;ua;fr;11
2017;ua;hr;ua;hr;7
2017;ua;az;ua;az;6
2017;ua;gb;ua;gb;0
2017;ua;at;ua;at;0
2017;ua;by;ua;by;20
2017;ua;am;ua;am;0
2017;ua;gr;ua;gr;0
2017;ua;dk;ua;dk;0
2017;ua;cy;ua;cy;0
2017;ua;pl;ua;pl;0
2017;ua;il;ua;il;0
2017;ua;ua;ua;ua;0
2017;ua;de;ua;de;0
2017;ua;es;ua;es;0
2017;gb;pt;gb;pt;20
2017;gb;bg;gb;bg;19
2017;gb;md;gb;md;12
2017;gb;be;gb;be;8
2017;gb;se;gb;se;12
2017;gb;it;gb;it;2
2017;gb;ro;gb;ro;7
2017;gb;hu;gb;hu;1
2017;gb;au;gb;au;10
2017;gb;no;gb;no;0
2017;gb;nl;gb;nl;4
2017;gb;fr;gb;fr;0
2017;gb;hr;gb;hr;5
2017;gb;az;gb;az;0
2017;gb;gb;gb;gb;0
2017;gb;at;gb;at;3
2017;gb;by;gb;by;1
2017;gb;am;gb;am;0
2017;gb;gr;gb;gr;0
2017;gb;dk;gb;dk;2
2017;gb;cy;gb;cy;0
2017;gb;pl;gb;pl;10
2017;gb;il;gb;il;0
2017;gb;ua;gb;ua;0
2017;gb;de;gb;de;0
2017;gb;es;gb;es;0
2018;al;il;al;il;6
2018;al;cy;al;cy;20
2018;al;at;al;at;2
2018;al;de;al;de;14
2018;al;it;al;it;24
2018;al;cz;al;cz;1
2018;al;se;al;se;4
2018;al;ee;al;ee;4
2018;al;dk;al;dk;0
2018;al;md;al;md;2
2018;al;al;al;al;0
2018;al;lt;al;lt;0
2018;al;fr;al;fr;12
2018;al;bg;al;bg;14
2018;al;no;al;no;0
2018;al;ie;al;ie;7
2018;al;ua;al;ua;0
2018;al;nl;al;nl;0
2018;al;rs;al;rs;3
2018;al;au;al;au;0
2018;al;hu;al;hu;0
2018;al;si;al;si;0
2018;al;es;al;es;0
2018;al;gb;al;gb;3
2018;al;fi;al;fi;0
2018;al;pt;al;pt;0
2018;am;il;am;il;18
2018;am;cy;am;cy;19
2018;am;at;am;at;7
2018;am;de;am;de;5
2018;am;it;am;it;3
2018;am;cz;am;cz;14
2018;am;se;am;se;12
2018;am;ee;am;ee;2
2018;am;dk;am;dk;0
2018;am;md;am;md;11
2018;am;al;am;al;0
2018;am;lt;am;lt;0
2018;am;fr;am;fr;9
2018;am;bg;am;bg;0
2018;am;no;am;no;7
2018;am;ie;am;ie;0
2018;am;ua;am;ua;4
2018;am;nl;am;nl;3
2018;am;rs;am;rs;0
2018;am;au;am;au;2
2018;am;hu;am;hu;0
2018;am;si;am;si;0
2018;am;es;am;es;0
2018;am;gb;am;gb;0
2018;am;fi;am;fi;0
2018;am;pt;am;pt;0
2018;au;il;au;il;18
2018;au;cy;au;cy;7
2018;au;at;au;at;5
2018;au;de;au;de;12
2018;au;it;au;it;0
2018;au;cz;au;cz;4
2018;au;se;au;se;12
2018;au;ee;au;ee;8
2018;au;dk;au;dk;10
2018;au;md;au;md;7
2018;au;al;au;al;0
2018;au;lt;au;lt;3
2018;au;fr;au;fr;0
2018;au;bg;au;bg;0
2018;au;no;au;no;1
2018;au;ie;au;ie;12
2018;au;ua;au;ua;0
2018;au;nl;au;nl;0
2018;au;rs;au;rs;0
2018;au;au;au;au;0
2018;au;hu;au;hu;0
2018;au;si;au;si;0
2018;au;es;au;es;7
2018;au;gb;au;gb;6
2018;au;fi;au;fi;4
2018;au;pt;au;pt;0
2018;at;il;at;il;19
2018;at;cy;at;cy;1
2018;at;at;at;at;0
2018;at;de;at;de;16
2018;at;it;at;it;10
2018;at;cz;at;cz;15
2018;at;se;at;se;8
2018;at;ee;at;ee;2
2018;at;dk;at;dk;5
2018;at;md;at;md;0
2018;at;al;at;al;9
2018;at;lt;at;lt;0
2018;at;fr;at;fr;0
2018;at;bg;at;bg;6
2018;at;no;at;no;0
2018;at;ie;at;ie;8
2018;at;ua;at;ua;0
2018;at;nl;at;nl;1
2018;at;rs;at;rs;8
2018;at;au;at;au;0
2018;at;hu;at;hu;3
2018;at;si;at;si;5
2018;at;es;at;es;0
2018;at;gb;at;gb;0
2018;at;fi;at;fi;0
2018;at;pt;at;pt;0
2018;az;il;az;il;13
2018;az;cy;az;cy;14
2018;az;at;az;at;0
2018;az;de;az;de;5
2018;az;it;az;it;5
2018;az;cz;az;cz;6
2018;az;se;az;se;2
2018;az;ee;az;ee;3
2018;az;dk;az;dk;0
2018;az;md;az;md;11
2018;az;al;az;al;12
2018;az;lt;az;lt;0
2018;az;fr;az;fr;0
2018;az;bg;az;bg;6
2018;az;no;az;no;7
2018;az;ie;az;ie;0
2018;az;ua;az;ua;14
2018;az;nl;az;nl;0
2018;az;rs;az;rs;10
2018;az;au;az;au;0
2018;az;hu;az;hu;8
2018;az;si;az;si;0
2018;az;es;az;es;0
2018;az;gb;az;gb;0
2018;az;fi;az;fi;0
2018;az;pt;az;pt;0
2018;by;il;by;il;8
2018;by;cy;by;cy;15
2018;by;at;by;at;10
2018;by;de;by;de;0
2018;by;it;by;it;4
2018;by;cz;by;cz;11
2018;by;se;by;se;1
2018;by;ee;by;ee;0
2018;by;dk;by;dk;10
2018;by;md;by;md;6
2018;by;al;by;al;7
2018;by;lt;by;lt;5
2018;by;fr;by;fr;0
2018;by;bg;by;bg;1
2018;by;no;by;no;18
2018;by;ie;by;ie;0
2018;by;ua;by;ua;12
2018;by;nl;by;nl;0
2018;by;rs;by;rs;0
2018;by;au;by;au;2
2018;by;hu;by;hu;2
2018;by;si;by;si;4
2018;by;es;by;es;0
2018;by;gb;by;gb;0
2018;by;fi;by;fi;0
2018;by;pt;by;pt;0
2018;be;il;be;il;16
2018;be;cy;be;cy;11
2018;be;at;be;at;15
2018;be;de;be;de;7
2018;be;it;be;it;6
2018;be;cz;be;cz;8
2018;be;se;be;se;8
2018;be;ee;be;ee;0
2018;be;dk;be;dk;5
2018;be;md;be;md;0
2018;be;al;be;al;2
2018;be;lt;be;lt;0
2018;be;fr;be;fr;11
2018;be;bg;be;bg;0
2018;be;no;be;no;0
2018;be;ie;be;ie;4
2018;be;ua;be;ua;0
2018;be;nl;be;nl;22
2018;be;rs;be;rs;0
2018;be;au;be;au;0
2018;be;hu;be;hu;0
2018;be;si;be;si;0
2018;be;es;be;es;1
2018;be;gb;be;gb;0
2018;be;fi;be;fi;0
2018;be;pt;be;pt;0
2018;bg;il;bg;il;14
2018;bg;cy;bg;cy;15
2018;bg;at;bg;at;16
2018;bg;de;bg;de;6
2018;bg;it;bg;it;6
2018;bg;cz;bg;cz;11
2018;bg;se;bg;se;2
2018;bg;ee;bg;ee;2
2018;bg;dk;bg;dk;0
2018;bg;md;bg;md;8
2018;bg;al;bg;al;7
2018;bg;lt;bg;lt;10
2018;bg;fr;bg;fr;5
2018;bg;bg;bg;bg;0
2018;bg;no;bg;no;0
2018;bg;ie;bg;ie;1
2018;bg;ua;bg;ua;1
2018;bg;nl;bg;nl;0
2018;bg;rs;bg;rs;7
2018;bg;au;bg;au;0
2018;bg;hu;bg;hu;5
2018;bg;si;bg;si;0
2018;bg;es;bg;es;0
2018;bg;gb;bg;gb;0
2018;bg;fi;bg;fi;0
2018;bg;pt;bg;pt;0
2018;hr;il;hr;il;16
2018;hr;cy;hr;cy;8
2018;hr;at;hr;at;0
2018;hr;de;hr;de;3
2018;hr;it;hr;it;10
2018;hr;cz;hr;cz;9
2018;hr;se;hr;se;0
2018;hr;ee;hr;ee;0
2018;hr;dk;hr;dk;2
2018;hr;md;hr;md;8
2018;hr;al;hr;al;5
2018;hr;lt;hr;lt;12
2018;hr;fr;hr;fr;6
2018;hr;bg;hr;bg;8
2018;hr;no;hr;no;5
2018;hr;ie;hr;ie;3
2018;hr;ua;hr;ua;0
2018;hr;nl;hr;nl;0
2018;hr;rs;hr;rs;12
2018;hr;au;hr;au;0
2018;hr;hu;hr;hu;0
2018;hr;si;hr;si;7
2018;hr;es;hr;es;0
2018;hr;gb;hr;gb;2
2018;hr;fi;hr;fi;0
2018;hr;pt;hr;pt;0
2018;cy;il;cy;il;10
2018;cy;cy;cy;cy;0
2018;cy;at;cy;at;2
2018;cy;de;cy;de;3
2018;cy;it;cy;it;15
2018;cy;cz;cy;cz;13
2018;cy;se;cy;se;12
2018;cy;ee;cy;ee;5
2018;cy;dk;cy;dk;0
2018;cy;md;cy;md;10
2018;cy;al;cy;al;6
2018;cy;lt;cy;lt;6
2018;cy;fr;cy;fr;4
2018;cy;bg;cy;bg;12
2018;cy;no;cy;no;5
2018;cy;ie;cy;ie;0
2018;cy;ua;cy;ua;2
2018;cy;nl;cy;nl;0
2018;cy;rs;cy;rs;0
2018;cy;au;cy;au;0
2018;cy;hu;cy;hu;4
2018;cy;si;cy;si;0
2018;cy;es;cy;es;7
2018;cy;gb;cy;gb;0
2018;cy;fi;cy;fi;0
2018;cy;pt;cy;pt;0
2018;cz;il;cz;il;22
2018;cz;cy;cz;cy;8
2018;cz;at;cz;at;5
2018;cz;de;cz;de;3
2018;cz;it;cz;it;2
2018;cz;cz;cz;cz;0
2018;cz;se;cz;se;8
2018;cz;ee;cz;ee;5
2018;cz;dk;cz;dk;7
2018;cz;md;cz;md;6
2018;cz;al;cz;al;6
2018;cz;lt;cz;lt;1
2018;cz;fr;cz;fr;0
2018;cz;bg;cz;bg;5
2018;cz;no;cz;no;0
2018;cz;ie;cz;ie;14
2018;cz;ua;cz;ua;12
2018;cz;nl;cz;nl;0
2018;cz;rs;cz;rs;0
2018;cz;au;cz;au;0
2018;cz;hu;cz;hu;2
2018;cz;si;cz;si;7
2018;cz;es;cz;es;0
2018;cz;gb;cz;gb;0
2018;cz;fi;cz;fi;3
2018;cz;pt;cz;pt;0
2018;dk;il;dk;il;3
2018;dk;cy;dk;cy;6
2018;dk;at;dk;at;18
2018;dk;de;dk;de;24
2018;dk;it;dk;it;0
2018;dk;cz;dk;cz;6
2018;dk;se;dk;se;11
2018;dk;ee;dk;ee;7
2018;dk;dk;dk;dk;0
2018;dk;md;dk;md;0
2018;dk;al;dk;al;0
2018;dk;lt;dk;lt;0
2018;dk;fr;dk;fr;2
2018;dk;bg;dk;bg;1
2018;dk;no;dk;no;8
2018;dk;ie;dk;ie;4
2018;dk;ua;dk;ua;0
2018;dk;nl;dk;nl;5
2018;dk;rs;dk;rs;0
2018;dk;au;dk;au;12
2018;dk;hu;dk;hu;0
2018;dk;si;dk;si;0
2018;dk;es;dk;es;6
2018;dk;gb;dk;gb;3
2018;dk;fi;dk;fi;0
2018;dk;pt;dk;pt;0
2018;ee;il;ee;il;0
2018;ee;cy;ee;cy;12
2018;ee;at;ee;at;18
2018;ee;de;ee;de;6
2018;ee;it;ee;it;7
2018;ee;cz;ee;cz;5
2018;ee;se;ee;se;5
2018;ee;ee;ee;ee;0
2018;ee;dk;ee;dk;8
2018;ee;md;ee;md;1
2018;ee;al;ee;al;0
2018;ee;lt;ee;lt;22
2018;ee;fr;ee;fr;0
2018;ee;bg;ee;bg;7
2018;ee;no;ee;no;6
2018;ee;ie;ee;ie;0
2018;ee;ua;ee;ua;0
2018;ee;nl;ee;nl;1
2018;ee;rs;ee;rs;0
2018;ee;au;ee;au;0
2018;ee;hu;ee;hu;3
2018;ee;si;ee;si;0
2018;ee;es;ee;es;0
2018;ee;gb;ee;gb;0
2018;ee;fi;ee;fi;12
2018;ee;pt;ee;pt;3
2018;fi;il;fi;il;19
2018;fi;cy;fi;cy;7
2018;fi;at;fi;at;10
2018;fi;de;fi;de;1
2018;fi;it;fi;it;10
2018;fi;cz;fi;cz;5
2018;fi;se;fi;se;8
2018;fi;ee;fi;ee;12
2018;fi;dk;fi;dk;13
2018;fi;md;fi;md;0
2018;fi;al;fi;al;0
2018;fi;lt;fi;lt;0
2018;fi;fr;fi;fr;9
2018;fi;bg;fi;bg;10
2018;fi;no;fi;no;0
2018;fi;ie;fi;ie;2
2018;fi;ua;fi;ua;0
2018;fi;nl;fi;nl;2
2018;fi;rs;fi;rs;0
2018;fi;au;fi;au;0
2018;fi;hu;fi;hu;8
2018;fi;si;fi;si;0
2018;fi;es;fi;es;0
2018;fi;gb;fi;gb;0
2018;fi;fi;fi;fi;0
2018;fi;pt;fi;pt;0
2018;fr;il;fr;il;24
2018;fr;cy;fr;cy;3
2018;fr;at;fr;at;7
2018;fr;de;fr;de;8
2018;fr;it;fr;it;10
2018;fr;cz;fr;cz;4
2018;fr;se;fr;se;5
2018;fr;ee;fr;ee;7
2018;fr;dk;fr;dk;2
2018;fr;md;fr;md;6
2018;fr;al;fr;al;0
2018;fr;lt;fr;lt;0
2018;fr;fr;fr;fr;0
2018;fr;bg;fr;bg;0
2018;fr;no;fr;no;0
2018;fr;ie;fr;ie;1
2018;fr;ua;fr;ua;4
2018;fr;nl;fr;nl;6
2018;fr;rs;fr;rs;1
2018;fr;au;fr;au;10
2018;fr;hu;fr;hu;0
2018;fr;si;fr;si;2
2018;fr;es;fr;es;5
2018;fr;gb;fr;gb;3
2018;fr;fi;fr;fi;0
2018;fr;pt;fr;pt;8
2018;ge;il;ge;il;15
2018;ge;cy;ge;cy;10
2018;ge;at;ge;at;9
2018;ge;de;ge;de;7
2018;ge;it;ge;it;5
2018;ge;cz;ge;cz;0
2018;ge;se;ge;se;12
2018;ge;ee;ge;ee;16
2018;ge;dk;ge;dk;3
2018;ge;md;ge;md;3
2018;ge;al;ge;al;4
2018;ge;lt;ge;lt;9
2018;ge;fr;ge;fr;4
2018;ge;bg;ge;bg;6
2018;ge;no;ge;no;0
2018;ge;ie;ge;ie;0
2018;ge;ua;ge;ua;8
2018;ge;nl;ge;nl;5
2018;ge;rs;ge;rs;0
2018;ge;au;ge;au;0
2018;ge;hu;ge;hu;0
2018;ge;si;ge;si;0
2018;ge;es;ge;es;0
2018;ge;gb;ge;gb;0
2018;ge;fi;ge;fi;0
2018;ge;pt;ge;pt;0
2018;de;il;de;il;11
2018;de;cy;de;cy;9
2018;de;at;de;at;15
2018;de;de;de;de;0
2018;de;it;de;it;12
2018;de;cz;de;cz;8
2018;de;se;de;se;12
2018;de;ee;de;ee;2
2018;de;dk;de;dk;3
2018;de;md;de;md;0
2018;de;al;de;al;0
2018;de;lt;de;lt;8
2018;de;fr;de;fr;0
2018;de;bg;de;bg;0
2018;de;no;de;no;0
2018;de;ie;de;ie;15
2018;de;ua;de;ua;0
2018;de;nl;de;nl;5
2018;de;rs;de;rs;0
2018;de;au;de;au;7
2018;de;hu;de;hu;2
2018;de;si;de;si;0
2018;de;es;de;es;6
2018;de;gb;de;gb;1
2018;de;fi;de;fi;0
2018;de;pt;de;pt;0
2018;gr;il;gr;il;10
2018;gr;cy;gr;cy;24
2018;gr;at;gr;at;0
2018;gr;de;gr;de;2
2018;gr;it;gr;it;9
2018;gr;cz;gr;cz;7
2018;gr;se;gr;se;8
2018;gr;ee;gr;ee;7
2018;gr;dk;gr;dk;0
2018;gr;md;gr;md;11
2018;gr;al;gr;al;17
2018;gr;lt;gr;lt;0
2018;gr;fr;gr;fr;5
2018;gr;bg;gr;bg;5
2018;gr;no;gr;no;3
2018;gr;ie;gr;ie;0
2018;gr;ua;gr;ua;0
2018;gr;nl;gr;nl;0
2018;gr;rs;gr;rs;2
2018;gr;au;gr;au;0
2018;gr;hu;gr;hu;6
2018;gr;si;gr;si;0
2018;gr;es;gr;es;0
2018;gr;gb;gr;gb;0
2018;gr;fi;gr;fi;0
2018;gr;pt;gr;pt;0
2018;hu;il;hu;il;16
2018;hu;cy;hu;cy;7
2018;hu;at;hu;at;11
2018;hu;de;hu;de;1
2018;hu;it;hu;it;6
2018;hu;cz;hu;cz;8
2018;hu;se;hu;se;1
2018;hu;ee;hu;ee;0
2018;hu;dk;hu;dk;24
2018;hu;md;hu;md;2
2018;hu;al;hu;al;10
2018;hu;lt;hu;lt;5
2018;hu;fr;hu;fr;0
2018;hu;bg;hu;bg;0
2018;hu;no;hu;no;7
2018;hu;ie;hu;ie;3
2018;hu;ua;hu;ua;0
2018;hu;nl;hu;nl;8
2018;hu;rs;hu;rs;0
2018;hu;au;hu;au;7
2018;hu;hu;hu;hu;0
2018;hu;si;hu;si;0
2018;hu;es;hu;es;0
2018;hu;gb;hu;gb;0
2018;hu;fi;hu;fi;0
2018;hu;pt;hu;pt;0
2018;is;il;is;il;15
2018;is;cy;is;cy;3
2018;is;at;is;at;17
2018;is;de;is;de;14
2018;is;it;is;it;0
2018;is;cz;is;cz;11
2018;is;se;is;se;7
2018;is;ee;is;ee;7
2018;is;dk;is;dk;12
2018;is;md;is;md;0
2018;is;al;is;al;10
2018;is;lt;is;lt;0
2018;is;fr;is;fr;9
2018;is;bg;is;bg;0
2018;is;no;is;no;4
2018;is;ie;is;ie;4
2018;is;ua;is;ua;0
2018;is;nl;is;nl;0
2018;is;rs;is;rs;0
2018;is;au;is;au;0
2018;is;hu;is;hu;0
2018;is;si;is;si;0
2018;is;es;is;es;0
2018;is;gb;is;gb;0
2018;is;fi;is;fi;3
2018;is;pt;is;pt;0
2018;ie;il;ie;il;13
2018;ie;cy;ie;cy;17
2018;ie;at;ie;at;5
2018;ie;de;ie;de;16
2018;ie;it;ie;it;0
2018;ie;cz;ie;cz;7
2018;ie;se;ie;se;0
2018;ie;ee;ie;ee;7
2018;ie;dk;ie;dk;2
2018;ie;md;ie;md;1
2018;ie;al;ie;al;2
2018;ie;lt;ie;lt;12
2018;ie;fr;ie;fr;4
2018;ie;bg;ie;bg;10
2018;ie;no;ie;no;0
2018;ie;ie;ie;ie;0
2018;ie;ua;ie;ua;0
2018;ie;nl;ie;nl;3
2018;ie;rs;ie;rs;0
2018;ie;au;ie;au;0
2018;ie;hu;ie;hu;0
2018;ie;si;ie;si;0
2018;ie;es;ie;es;1
2018;ie;gb;ie;gb;10
2018;ie;fi;ie;fi;0
